Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,MsPCLatency,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsAllInputToPhotonLatency,MsClickToPhotonLatency
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,60.9924,NA,5.56100000000000,5.85720000000000,0.32560000000000,1.69170000000000,1.6917,NA,56.0420,5.2760,4.9504,0.3256,0.7849,5.8572,2.8529,3.0043,0.9868,56.0420,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,66.8066,NA,5.81420000000000,4.91220000000000,0.32430000000000,0.78970000000000,0.7897,NA,61.3180,5.8129,5.4886,0.3243,1.3661,4.9122,2.8236,2.0886,0.3638,61.3180,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,71.8009,NA,4.99430000000000,5.95800000000000,0.33210000000000,1.75340000000000,1.7534,NA,67.1309,5.0021,4.6700,0.3321,0.4654,5.9580,3.4038,2.5542,-0.1451,67.1309,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,77.5299,NA,5.72900000000000,5.71260000000000,0.31910000000000,1.73700000000000,1.7370,NA,72.1330,5.7160,5.3969,0.3191,1.4213,5.7126,2.7923,2.9203,-0.7105,72.1330,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,82.3741,NA,4.84420000000000,4.97810000000000,0.29360000000000,1.87090000000000,1.8709,NA,77.8490,4.8187,4.5251,0.2936,1.4179,4.9781,2.7439,2.2342,0.7379,77.8490,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,89.2149,NA,6.84080000000000,5.74690000000000,0.32940000000000,0.77700000000000,0.7770,NA,82.6677,6.8766,6.5472,0.3294,1.5773,5.7469,2.8755,2.8714,-0.9282,82.6677,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,95.1941,NA,5.97920000000000,6.30630000000000,0.35950000000000,1.10410000000000,1.1041,NA,89.5443,6.0093,5.6498,0.3595,0.4476,6.3063,2.7639,3.5424,0.5703,89.5443,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,100.3575,NA,5.16340000000000,5.73240000000000,0.32510000000000,1.67310000000000,1.6731,NA,95.5536,5.1290,4.8039,0.3251,0.7446,5.7324,2.8608,2.8716,0.2769,95.5536,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,105.7998,NA,5.44230000000000,5.39720000000000,0.34010000000000,1.62800000000000,1.6280,NA,100.6826,5.4573,5.1172,0.3401,1.3480,5.3972,3.0632,2.3340,-0.2682,100.6826,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,111.4131,NA,5.61330000000000,5.92140000000000,0.29800000000000,1.93610000000000,1.9361,NA,106.1399,5.5712,5.2732,0.2980,1.2879,5.9214,2.8361,3.0853,-0.4641,106.1399,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,116.5804,NA,5.16730000000000,5.08430000000000,0.37730000000000,1.85310000000000,1.8531,NA,111.7111,5.2466,4.8693,0.3773,1.6381,5.0843,2.8525,2.2318,0.4869,111.7111,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,123.8945,NA,7.31410000000000,5.94390000000000,0.41660000000000,0.48290000000000,0.4829,NA,116.9577,7.3534,6.9368,0.4166,1.4758,5.9439,3.1468,2.7971,-0.6973,116.9577,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,129.3664,NA,5.47190000000000,5.40080000000000,0.34560000000000,0.41180000000000,0.4118,NA,124.3111,5.4009,5.0553,0.3456,0.0663,5.4008,2.8766,2.5242,1.9526,124.3111,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,134.8752,NA,5.50880000000000,5.73270000000000,0.32200000000000,0.63570000000000,0.6357,NA,129.7120,5.4852,5.1632,0.3220,0.0662,5.7327,2.9440,2.7887,-0.3318,129.7120,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,140.1933,NA,5.31810000000000,6.59200000000000,0.33850000000000,1.90960000000000,1.9096,NA,135.1972,5.3346,4.9961,0.3385,0.3137,6.5920,3.2480,3.3440,-1.1068,135.1972,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,159.7992,NA,19.60590000000000,18.11160000000000,0.34120000000000,0.41530000000000,0.4153,NA,140.5318,19.6086,19.2674,0.3412,1.5711,18.1116,2.8270,15.2846,-12.7770,140.5318,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,164.1881,NA,4.38890000000000,5.59830000000000,0.39810000000000,1.62470000000000,1.6247,NA,160.1404,4.4458,4.0477,0.3981,0.0741,5.5983,2.9515,2.6468,14.0103,160.1404,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,173.3101,NA,9.12200000000000,7.91310000000000,0.29610000000000,0.41580000000000,0.4158,NA,164.5862,9.0200,8.7239,0.2961,1.2266,7.9131,2.8620,5.0511,-3.4673,164.5862,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,181.0923,NA,7.78220000000000,8.85970000000000,0.35780000000000,1.49330000000000,1.4933,NA,173.6062,7.8439,7.4861,0.3578,0.1197,8.8597,2.9357,5.9240,0.1603,173.6062,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,187.7303,NA,6.63800000000000,6.18200000000000,0.39460000000000,1.03730000000000,1.0373,NA,181.4501,6.6748,6.2802,0.3946,1.1355,6.1820,2.4956,3.6864,1.6619,181.4501,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,193.5011,NA,5.77080000000000,5.84610000000000,0.29540000000000,1.11260000000000,1.1126,NA,188.1249,5.6716,5.3762,0.2954,0.6427,5.8461,2.6404,3.2057,0.8287,188.1249,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,200.1680,NA,6.66690000000000,6.84710000000000,0.32740000000000,1.29280000000000,1.2928,NA,193.7965,6.6989,6.3715,0.3274,0.8172,6.8471,2.5404,4.3067,-1.1755,193.7965,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,206.6193,NA,6.45130000000000,6.77410000000000,0.31120000000000,1.61560000000000,1.6156,NA,200.4954,6.4351,6.1239,0.3112,0.9654,6.7741,2.6874,4.0867,-0.0752,200.4954,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,214.9408,NA,8.32150000000000,8.26800000000000,0.40220000000000,1.56210000000000,1.5621,NA,206.9305,8.4125,8.0103,0.4022,1.3044,8.2680,2.6533,5.6147,-1.8329,206.9305,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,219.8232,NA,4.88240000000000,4.03090000000000,0.42470000000000,0.71060000000000,0.7106,NA,215.3430,4.9049,4.4802,0.4247,1.1599,4.0309,2.8232,1.2077,4.3816,215.3430,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,224.3336,NA,4.51040000000000,5.40540000000000,0.36470000000000,1.60560000000000,1.6056,NA,220.2479,4.4504,4.0857,0.3647,0.2859,5.4054,2.8301,2.5753,-0.5005,220.2479,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,231.0175,NA,6.68390000000000,5.54820000000000,0.40160000000000,0.46990000000000,0.4699,NA,224.6983,6.7208,6.3192,0.4016,1.2409,5.5482,2.5794,2.9688,-1.0978,224.6983,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,235.6734,NA,4.65590000000000,5.22320000000000,0.37840000000000,1.03720000000000,1.0372,NA,231.4191,4.6327,4.2543,0.3784,0.0683,5.2232,2.7602,2.4630,1.4976,231.4191,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,243.2646,NA,7.59120000000000,8.39410000000000,0.36400000000000,1.84010000000000,1.8401,NA,236.0518,7.5768,7.2128,0.3640,0.6588,8.3941,2.7940,5.6001,-3.7614,236.0518,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,249.3355,NA,6.07090000000000,5.97470000000000,0.34320000000000,1.74390000000000,1.7439,NA,243.6286,6.0501,5.7069,0.3432,1.4761,5.9747,2.8180,3.1567,1.6021,243.6286,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,256.1682,NA,6.83270000000000,6.34140000000000,0.32900000000000,1.25260000000000,1.2526,NA,249.6787,6.8185,6.4895,0.3290,1.4007,6.3414,2.9433,3.3981,-0.2913,249.6787,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,262.6552,NA,6.48700000000000,6.32760000000000,0.31730000000000,1.09320000000000,1.0932,NA,256.4972,6.4753,6.1580,0.3173,0.9236,6.3276,3.1141,3.2135,0.4909,256.4972,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,273.1092,NA,10.45400000000000,10.83770000000000,0.40000000000000,1.47690000000000,1.4769,NA,262.9725,10.5367,10.1367,0.4000,0.7759,10.8377,2.8456,7.9921,-4.3624,262.9725,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,278.1777,NA,5.06850000000000,5.24590000000000,0.38020000000000,1.65430000000000,1.6543,NA,273.5092,5.0487,4.6685,0.3802,1.0769,5.2459,2.7830,2.4629,5.2908,273.5092,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,285.2083,NA,7.03060000000000,6.77880000000000,0.40200000000000,1.40250000000000,1.4025,NA,278.5579,7.0524,6.6504,0.4020,1.2741,6.7788,2.6141,4.1647,-1.7301,278.5579,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,292.6332,NA,7.42490000000000,7.37090000000000,0.43480000000000,1.34850000000000,1.3485,NA,285.6103,7.4577,7.0229,0.4348,1.0005,7.3709,2.6681,4.7028,-0.3185,285.6103,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,299.6557,NA,7.02250000000000,7.28310000000000,0.38600000000000,1.60910000000000,1.6091,NA,293.0680,6.9737,6.5877,0.3860,0.9137,7.2831,2.6627,4.6204,0.1746,293.0680,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,306.6177,NA,6.96200000000000,6.81530000000000,0.45990000000000,1.46240000000000,1.4624,NA,300.0417,7.0359,6.5760,0.4599,1.2231,6.8153,2.7577,4.0576,0.1584,300.0417,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,325.7547,NA,19.13700000000000,19.01770000000000,0.33950000000000,1.34310000000000,1.3431,NA,307.0776,19.0166,18.6771,0.3395,1.0025,19.0177,2.7374,16.2803,-11.9818,307.0776,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,332.0796,NA,6.32490000000000,5.72200000000000,0.34460000000000,0.74020000000000,0.7402,NA,326.0942,6.3300,5.9854,0.3446,1.0036,5.7220,2.4954,3.2266,13.2946,326.0942,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,340.1831,NA,8.10350000000000,8.25560000000000,0.32870000000000,0.89230000000000,0.8923,NA,332.4242,8.0876,7.7589,0.3287,0.3956,8.2556,2.6574,5.5982,-1.9256,332.4242,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,347.5933,NA,7.41020000000000,7.64680000000000,0.63010000000000,1.12890000000000,1.1289,NA,340.5118,7.7116,7.0815,0.6301,0.5636,7.6468,2.4423,5.2045,0.4408,340.5118,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,354.0228,NA,6.42950000000000,6.50320000000000,0.34820000000000,1.20260000000000,1.2026,NA,348.2234,6.1476,5.7994,0.3482,0.4988,6.5032,2.5794,3.9238,1.2084,348.2234,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,360.3742,NA,6.35140000000000,6.39570000000000,0.51550000000000,1.24690000000000,1.2469,NA,354.3710,6.5187,6.0032,0.5155,0.8544,6.3957,2.4904,3.9053,-0.2481,354.3710,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,367.1142,NA,6.74000000000000,5.96260000000000,0.38660000000000,0.46950000000000,0.4695,NA,360.8897,6.6111,6.2245,0.3866,0.7314,5.9626,2.4426,3.5200,0.5561,360.8897,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,371.8382,NA,4.72400000000000,5.62560000000000,0.31820000000000,1.37110000000000,1.3711,NA,367.5008,4.6556,4.3374,0.3182,0.0829,5.6256,2.8044,2.8212,0.9855,367.5008,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,381.7103,NA,9.87210000000000,10.02120000000000,0.32710000000000,1.52020000000000,1.5202,NA,372.1564,9.8810,9.5539,0.3271,1.0529,10.0212,2.6782,7.3430,-5.3656,372.1564,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,387.9982,NA,6.28790000000000,5.86830000000000,0.66100000000000,1.10060000000000,1.1006,NA,382.0374,6.6218,5.9608,0.6610,1.1931,5.8683,2.5622,3.3061,4.0127,382.0374,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,393.6261,NA,5.62790000000000,5.93470000000000,0.33370000000000,1.40740000000000,1.4074,NA,388.6592,5.3006,4.9669,0.3337,0.4396,5.9347,2.8912,3.0435,0.6871,388.6592,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,400.6199,NA,6.99380000000000,6.48980000000000,0.42270000000000,0.90340000000000,0.9034,NA,393.9598,7.0828,6.6601,0.4227,1.0737,6.4898,2.6116,3.8782,-1.1892,393.9598,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,406.8532,NA,6.23330000000000,6.85210000000000,0.35330000000000,1.52220000000000,1.5222,NA,401.0426,6.1639,5.8106,0.3533,0.4807,6.8521,2.6556,4.1965,0.2307,401.0426,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,414.2412,NA,7.38800000000000,7.26530000000000,0.34430000000000,1.39950000000000,1.3995,NA,407.2065,7.3790,7.0347,0.3443,1.1689,7.2653,2.6829,4.5824,-1.1014,407.2065,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,421.3545,NA,7.11330000000000,6.23460000000000,0.38160000000000,0.52080000000000,0.5208,NA,414.5855,7.1506,6.7690,0.3816,1.0552,6.2346,2.6639,3.5707,1.1444,414.5855,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,427.3242,NA,5.96970000000000,6.98560000000000,0.33810000000000,1.53670000000000,1.5367,NA,421.7361,5.9262,5.5881,0.3381,0.1392,6.9856,2.9722,4.0134,0.1650,421.7361,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,434.0766,NA,6.75240000000000,6.34540000000000,0.35240000000000,1.12970000000000,1.1297,NA,427.6623,6.7667,6.4143,0.3524,1.1986,6.3454,2.5966,3.7488,-0.4192,427.6623,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,440.7889,NA,6.71230000000000,6.29280000000000,0.31380000000000,0.71020000000000,0.7102,NA,434.4290,6.6737,6.3599,0.3138,0.7773,6.2928,2.6993,3.5935,0.4739,434.4290,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,447.4890,NA,6.70010000000000,6.76690000000000,0.69390000000000,0.77700000000000,0.7770,NA,441.1027,7.0802,6.3863,0.6939,0.3964,6.7669,2.9169,3.8500,-0.0932,441.1027,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,452.8439,NA,5.35490000000000,5.96970000000000,0.41860000000000,1.39180000000000,1.3918,NA,448.1829,5.0796,4.6610,0.4186,0.0831,5.9697,2.9519,3.0178,1.1105,448.1829,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,458.9846,NA,6.14070000000000,5.50050000000000,0.31710000000000,0.75160000000000,0.7516,NA,453.2625,6.0392,5.7221,0.3171,0.9732,5.5005,2.6644,2.8361,-0.4209,453.2625,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,465.0230,NA,6.03840000000000,6.74730000000000,0.34080000000000,1.46050000000000,1.4605,NA,459.3017,6.0621,5.7213,0.3408,0.4345,6.7473,2.7553,3.9920,-0.7081,459.3017,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,471.9760,NA,6.95300000000000,6.03170000000000,0.32350000000000,0.53920000000000,0.5392,NA,465.3638,6.9357,6.6122,0.3235,1.1197,6.0317,2.6849,3.3468,0.0304,465.3638,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,479.1018,NA,7.12580000000000,7.51750000000000,0.43470000000000,0.93090000000000,0.9309,NA,472.2995,7.2370,6.8023,0.4347,0.2157,7.5175,2.9928,4.5247,-0.5818,472.2995,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,483.8714,NA,4.76960000000000,5.13850000000000,0.34690000000000,1.29980000000000,1.2998,NA,479.5365,4.6818,4.3349,0.3469,0.4962,5.1385,2.8187,2.3198,2.0985,479.5365,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,489.9978,NA,6.12640000000000,6.32650000000000,0.38460000000000,1.49990000000000,1.4999,NA,484.2183,6.1641,5.7795,0.3846,0.9529,6.3265,2.8241,3.5024,-1.6447,484.2183,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,495.3169,NA,5.31910000000000,5.25800000000000,0.41330000000000,1.43880000000000,1.4388,NA,490.3824,5.3478,4.9345,0.4133,1.1153,5.2580,2.6926,2.5654,0.9061,490.3824,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,501.3750,NA,6.05810000000000,6.46460000000000,0.31730000000000,1.84530000000000,1.8453,NA,495.7302,5.9621,5.6448,0.3173,1.0255,6.4646,2.8758,3.5888,-1.1168,495.7302,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,508.4508,NA,7.07580000000000,6.70110000000000,0.34430000000000,1.47060000000000,1.4706,NA,501.6923,7.1028,6.7585,0.3443,1.5280,6.7011,2.7980,3.9031,-0.7390,501.6923,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,513.5980,NA,5.14720000000000,5.46110000000000,0.30740000000000,1.78450000000000,1.7845,NA,508.7951,5.1103,4.8029,0.3074,1.1263,5.4611,2.7538,2.7073,1.6417,508.7951,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,519.4832,NA,5.88520000000000,5.73860000000000,0.48780000000000,1.63790000000000,1.6379,NA,513.9054,6.0656,5.5778,0.4878,1.4771,5.7386,2.7979,2.9407,-0.6283,513.9054,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,525.7258,NA,6.24260000000000,6.29100000000000,0.33230000000000,1.68630000000000,1.6863,NA,519.9710,6.0871,5.7548,0.3323,1.1501,6.2910,2.7783,3.5127,-0.2254,519.9710,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,532.0166,NA,6.29080000000000,6.21360000000000,0.33440000000000,1.60910000000000,1.6091,NA,526.0581,6.2929,5.9585,0.3344,1.3540,6.2136,2.7737,3.4399,-0.1265,526.0581,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,539.0515,NA,7.03490000000000,6.47920000000000,0.34230000000000,1.05340000000000,1.0534,NA,532.3510,7.0428,6.7005,0.3423,1.2747,6.4792,3.0341,3.4451,-0.1863,532.3510,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,547.9505,NA,8.89900000000000,9.44880000000000,0.41120000000000,1.60320000000000,1.6032,NA,539.3938,8.9679,8.5567,0.4112,0.7111,9.4488,2.8115,6.6373,-2.4060,539.3938,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,551.9825,NA,4.03200000000000,4.10290000000000,0.58330000000000,1.67410000000000,1.6741,NA,548.3617,4.2041,3.6208,0.5833,1.1920,4.1029,2.6516,1.4513,4.8650,548.3617,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,559.3211,NA,7.33860000000000,6.17030000000000,0.42400000000000,0.50580000000000,0.5058,NA,552.5658,7.1793,6.7553,0.4240,1.0908,6.1703,2.6364,3.5339,-1.9662,552.5658,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,563.5814,NA,4.26030000000000,5.39470000000000,0.34970000000000,1.64020000000000,1.6402,NA,559.7451,4.1860,3.8363,0.3497,0.0818,5.3947,2.8286,2.5661,1.7846,559.7451,NA,NA
