Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,MsPCLatency,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsAllInputToPhotonLatency,MsClickToPhotonLatency
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,72.2846,NA,5.46490000000000,5.18250000000000,0.37610000000000,1.62840000000000,1.6284,NA,67.1375,5.5232,5.1471,0.3761,1.5930,5.1825,4.1266,1.0559,-0.2406,67.1375,6.2502,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,77.8402,NA,5.55560000000000,5.86070000000000,0.29840000000000,1.93350000000000,1.9335,NA,72.6607,5.4779,5.1795,0.2984,1.2523,5.8607,4.4344,1.4263,-0.3375,72.6607,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,81.4107,NA,3.57050000000000,3.99850000000000,0.30350000000000,2.36150000000000,2.3615,NA,78.1386,3.5756,3.2721,0.3035,1.6351,3.9985,3.9626,0.0359,1.4794,78.1386,8.6256,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,88.3920,NA,6.98130000000000,6.50680000000000,0.31090000000000,1.88700000000000,1.8870,NA,81.7142,6.9887,6.6778,0.3109,2.0580,6.5068,4.3423,2.1645,-2.9312,81.7142,7.8086,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,92.8670,NA,4.47500000000000,4.54120000000000,0.32790000000000,1.95320000000000,1.9532,NA,88.7029,4.4920,4.1641,0.3279,1.5761,4.5412,3.8629,0.6783,2.4475,88.7029,4.9762,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,99.7002,NA,6.83320000000000,6.77870000000000,0.32150000000000,1.89870000000000,1.8987,NA,93.1949,6.8268,6.5053,0.3215,1.6253,6.7787,4.5034,2.2753,-2.2867,93.1949,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,103.3738,NA,3.67360000000000,3.66910000000000,0.29590000000000,1.89420000000000,1.8942,NA,100.0217,3.6480,3.3521,0.2959,1.5772,3.6691,3.6129,0.0562,3.1577,100.0217,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,108.8402,NA,5.46640000000000,5.41370000000000,0.28750000000000,1.84150000000000,1.8415,NA,103.6697,5.4580,5.1705,0.2875,1.5983,5.4137,4.2076,1.2061,-1.7657,103.6697,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,113.4342,NA,4.59400000000000,4.16250000000000,0.27700000000000,1.41000000000000,1.4100,NA,109.1277,4.5835,4.3065,0.2770,1.5540,4.1625,3.9359,0.2266,1.2955,109.1277,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,118.2798,NA,4.84560000000000,5.72660000000000,0.36680000000000,2.29100000000000,2.2910,NA,113.7112,4.9354,4.5686,0.3668,1.1330,5.7266,4.1352,1.5914,-1.1431,113.7112,8.4451,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,123.9741,NA,5.69430000000000,5.09630000000000,0.34270000000000,1.69300000000000,1.6930,NA,118.6466,5.6702,5.3275,0.3427,1.9242,5.0963,3.6796,1.4167,-0.1609,118.6466,6.0705,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,130.0215,NA,6.04740000000000,6.30690000000000,0.27430000000000,1.95250000000000,1.9525,NA,124.3168,5.9790,5.7047,0.2743,1.3503,6.3069,4.4211,1.8858,-0.6367,124.3168,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,134.1810,NA,4.15950000000000,3.64030000000000,0.29630000000000,1.43330000000000,1.4333,NA,130.2958,4.1815,3.8852,0.2963,1.6782,3.6403,3.4271,0.2132,2.3387,130.2958,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,139.7969,NA,5.61590000000000,5.94010000000000,0.30680000000000,1.75750000000000,1.7575,NA,134.4773,5.6264,5.3196,0.3068,1.1370,5.9401,4.1167,1.8234,-1.7586,134.4773,6.6839,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,143.5808,NA,3.78390000000000,3.91580000000000,0.34050000000000,1.88940000000000,1.8894,NA,140.1037,3.8176,3.4771,0.3405,1.4507,3.9158,3.6217,0.2941,1.7106,140.1037,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,148.8252,NA,5.24440000000000,5.06330000000000,0.29000000000000,1.70830000000000,1.7083,NA,143.9213,5.1939,4.9039,0.2900,1.5489,5.0633,4.3348,0.7285,-1.2457,143.9213,8.1700,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,153.8581,NA,5.03290000000000,5.28540000000000,0.28420000000000,1.96080000000000,1.9608,NA,149.1152,5.0271,4.7429,0.2842,1.4183,5.2854,3.7016,1.5838,-0.0915,149.1152,5.9897,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,159.4726,NA,5.61450000000000,5.44700000000000,0.27970000000000,1.79330000000000,1.7933,NA,154.1423,5.6100,5.3303,0.2797,1.6766,5.4470,4.0880,1.3590,-0.4199,154.1423,4.0428,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,164.1472,NA,4.67460000000000,5.17630000000000,0.31870000000000,2.29500000000000,2.2950,NA,159.7523,4.7136,4.3949,0.3187,1.5136,5.1763,3.8629,1.3134,0.4337,159.7523,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,169.4236,NA,5.27640000000000,4.89300000000000,0.31750000000000,1.91160000000000,1.9116,NA,164.4659,5.2752,4.9577,0.3175,1.9763,4.8930,3.9560,0.9370,-0.1794,164.4659,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,174.1757,NA,4.75210000000000,4.20790000000000,0.29950000000000,1.36740000000000,1.3674,NA,169.7411,4.7341,4.4346,0.2995,1.5941,4.2079,3.7306,0.4773,1.0673,169.7411,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,178.5910,NA,4.41530000000000,4.69630000000000,0.32540000000000,1.64840000000000,1.6484,NA,174.4752,4.4412,4.1158,0.3254,1.0679,4.6963,3.9526,0.7437,0.0378,174.4752,8.1623,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,185.7150,NA,7.12400000000000,6.96430000000000,0.29420000000000,1.48870000000000,1.4887,NA,178.9164,7.0928,6.7986,0.2942,1.3230,6.9643,3.9621,3.0022,-2.5231,178.9164,7.7185,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,189.5401,NA,3.82510000000000,4.07850000000000,0.30670000000000,1.74210000000000,1.7421,NA,186.0092,3.8376,3.5309,0.3067,1.1945,4.0785,3.8321,0.2464,3.0143,186.0092,4.2849,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,194.8196,NA,5.27950000000000,5.04790000000000,0.32870000000000,1.51050000000000,1.5105,NA,189.8468,5.3015,4.9728,0.3287,1.4354,5.0479,3.5917,1.4562,-1.2103,189.8468,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,200.1349,NA,5.31530000000000,5.62040000000000,0.29970000000000,1.81560000000000,1.8156,NA,195.1483,5.2863,4.9866,0.2997,1.1818,5.6204,4.1767,1.4437,-0.3189,195.1483,7.4266,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,204.3679,NA,4.23300000000000,3.93250000000000,0.37110000000000,1.51510000000000,1.5151,NA,200.4346,4.3044,3.9333,0.3711,1.5159,3.9325,3.4144,0.5181,1.3538,200.4346,4.1148,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,209.6353,NA,5.26740000000000,5.38720000000000,0.29750000000000,1.63490000000000,1.6349,NA,204.7390,5.1938,4.8963,0.2975,1.1440,5.3872,3.8969,1.4903,-1.0828,204.7390,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,215.6806,NA,6.04530000000000,5.72840000000000,0.29740000000000,1.31800000000000,1.3180,NA,209.9328,6.0452,5.7478,0.2974,1.3374,5.7284,3.8840,1.8444,-0.5346,209.9328,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,220.0798,NA,4.39920000000000,4.76140000000000,0.31990000000000,1.68020000000000,1.6802,NA,215.9780,4.4217,4.1018,0.3199,1.0206,4.7614,3.9937,0.7677,1.2838,215.9780,5.1628,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,224.0602,NA,3.98040000000000,4.52470000000000,0.50060000000000,2.22450000000000,2.2245,NA,220.3997,4.1611,3.6605,0.5006,1.3603,4.5247,3.5516,0.9731,-0.1030,220.3997,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,229.7693,NA,5.70910000000000,5.48030000000000,0.45170000000000,1.99570000000000,1.9957,NA,224.5608,5.6602,5.2085,0.4517,1.7239,5.4803,4.1916,1.2887,-1.3192,224.5608,7.7388,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,234.6827,NA,4.91340000000000,4.32100000000000,0.33470000000000,1.40330000000000,1.4033,NA,230.2210,4.7964,4.4617,0.3347,1.5440,4.3210,3.5420,0.7790,1.3392,230.2210,4.6993,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,240.8660,NA,6.18330000000000,6.51450000000000,0.31230000000000,1.73450000000000,1.7345,NA,235.0174,6.1609,5.8486,0.3123,1.0686,6.5145,4.0504,2.4641,-1.7181,235.0174,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,244.7151,NA,3.84910000000000,4.20550000000000,0.58810000000000,2.09090000000000,2.0909,NA,241.1783,4.1249,3.5368,0.5881,1.4222,4.2055,3.3243,0.8812,1.9554,241.1783,8.0495,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,249.6273,NA,4.91220000000000,4.39440000000000,0.29280000000000,1.57310000000000,1.5731,NA,245.3032,4.6169,4.3241,0.2928,1.5028,4.3944,3.5076,0.8868,-0.2695,245.3032,4.6366,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,255.8666,NA,6.23930000000000,6.32220000000000,0.29620000000000,1.65600000000000,1.6560,NA,249.9201,6.2427,5.9465,0.2962,1.2803,6.3222,4.0248,2.2974,-1.7053,249.9201,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,259.7284,NA,3.86180000000000,3.94350000000000,0.28540000000000,1.73770000000000,1.7377,NA,256.1628,3.8510,3.5656,0.2854,1.3598,3.9435,3.4400,0.5035,2.2992,256.1628,7.7922,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,265.6275,NA,5.89910000000000,5.90990000000000,0.30570000000000,1.74850000000000,1.7485,NA,260.0138,5.9194,5.6137,0.3057,1.4523,5.9099,4.1815,1.7284,-2.0589,260.0138,6.3347,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,272.4223,NA,6.79480000000000,6.35200000000000,0.35200000000000,1.30570000000000,1.3057,NA,265.9332,6.8411,6.4891,0.3520,1.4428,6.3520,3.6518,2.7002,-0.4326,265.9332,5.2707,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,277.0221,NA,4.59980000000000,4.96510000000000,0.31030000000000,1.67100000000000,1.6710,NA,272.7743,4.5581,4.2478,0.3103,0.9537,4.9651,3.8264,1.1387,1.8760,272.7743,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,280.9865,NA,3.96440000000000,4.36790000000000,0.31950000000000,2.07450000000000,2.0745,NA,277.3324,3.9736,3.6541,0.3195,1.3607,4.3679,3.5713,0.7966,0.1902,277.3324,7.2220,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,284.7462,NA,3.75970000000000,3.77350000000000,0.34410000000000,2.08830000000000,2.0883,NA,281.3060,3.7843,3.4402,0.3441,1.7550,3.7735,3.4971,0.2764,0.2001,281.3060,3.5440,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,289.3702,NA,4.62400000000000,4.81840000000000,0.35670000000000,2.28270000000000,2.2827,NA,285.0903,4.6366,4.2799,0.3567,1.7442,4.8184,3.6569,1.1615,-1.0341,285.0903,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,293.5038,NA,4.13360000000000,4.16250000000000,0.31270000000000,2.31160000000000,2.3116,NA,289.7269,4.0896,3.7769,0.3127,1.9260,4.1625,3.4755,0.6870,0.4741,289.7269,5.0456,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,297.9643,NA,4.46050000000000,4.46290000000000,0.36710000000000,2.31400000000000,2.3140,NA,293.8165,4.5149,4.1478,0.3671,1.9989,4.4629,3.8467,0.6162,-0.3733,293.8165,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,301.9250,NA,3.96070000000000,3.96230000000000,0.29690000000000,2.31560000000000,2.3156,NA,298.3314,3.8905,3.5936,0.2969,1.9469,3.9623,3.4477,0.5146,0.5526,298.3314,6.1839,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,306.4982,NA,4.57320000000000,4.43560000000000,0.41470000000000,2.17800000000000,2.1780,NA,302.2219,4.6910,4.2763,0.4147,2.0187,4.4356,3.6965,0.7391,-0.5451,302.2219,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,311.0976,NA,4.59940000000000,4.20480000000000,0.30830000000000,1.78340000000000,1.7834,NA,306.9129,4.4930,4.1847,0.3083,1.7633,4.2048,3.7474,0.4574,0.4862,306.9129,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,315.6329,NA,4.53530000000000,5.14260000000000,0.33550000000000,2.39070000000000,2.3907,NA,311.4059,4.5625,4.2270,0.3355,1.4751,5.1426,3.8581,1.2845,-0.6496,311.4059,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,319.6880,NA,4.05510000000000,4.12990000000000,0.42030000000000,2.46550000000000,2.4655,NA,315.9684,4.1399,3.7196,0.4203,2.0552,4.1299,3.5403,0.5896,0.4326,315.9684,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,323.6993,NA,4.01130000000000,4.00420000000000,0.29530000000000,2.45840000000000,2.4584,NA,320.1083,3.8863,3.5910,0.2953,2.0452,4.0042,3.5806,0.4236,0.1357,320.1083,6.3101,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,329.0731,NA,5.37380000000000,4.93260000000000,0.40430000000000,2.01720000000000,2.0172,NA,323.9946,5.4828,5.0785,0.4043,2.1631,4.9326,3.6676,1.2650,-1.0463,323.9946,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,332.6661,NA,3.59300000000000,3.63470000000000,0.33660000000000,2.05890000000000,2.0589,NA,329.4774,3.5253,3.1887,0.3366,1.6129,3.6347,3.5055,0.1292,1.8481,329.4774,7.5164,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,336.9764,NA,4.31030000000000,4.73470000000000,0.29670000000000,2.48330000000000,2.4833,NA,333.0027,4.2704,3.9737,0.2967,1.7223,4.7347,3.7035,1.0312,-1.2094,333.0027,4.5996,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,341.0354,NA,4.05900000000000,4.09920000000000,0.29000000000000,2.52350000000000,2.5235,NA,337.2731,4.0523,3.7623,0.2900,2.1866,4.0992,3.6694,0.4298,0.1712,337.2731,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,345.5324,NA,4.49700000000000,4.87820000000000,0.36830000000000,2.90470000000000,2.9047,NA,341.3254,4.5753,4.2070,0.3683,2.2335,4.8782,4.2021,0.6761,-0.8259,341.3254,6.3850,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,350.4324,NA,4.90000000000000,4.59720000000000,0.68180000000000,2.60190000000000,2.6019,NA,345.9007,5.2135,4.5317,0.6818,2.5364,4.5972,4.0669,0.5303,-0.0219,345.9007,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,354.5489,NA,4.11650000000000,4.29490000000000,0.29630000000000,2.78030000000000,2.7803,NA,351.1142,3.7310,3.4347,0.2963,1.9201,4.2949,3.8614,0.4335,0.9186,351.1142,7.8861,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,359.1977,NA,4.64880000000000,4.62530000000000,0.44680000000000,2.75680000000000,2.7568,NA,354.8452,4.7993,4.3525,0.4468,2.4840,4.6253,3.9508,0.6745,-0.8943,354.8452,5.0019,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,363.7671,NA,4.56940000000000,5.11570000000000,0.29460000000000,3.30310000000000,3.3031,NA,359.6445,4.4172,4.1226,0.2946,2.3100,5.1157,4.5137,0.6020,-0.3164,359.6445,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,367.4485,NA,3.68140000000000,3.30610000000000,0.27560000000000,2.92780000000000,2.9278,NA,364.0617,3.6624,3.3868,0.2756,3.0085,3.3061,3.3061,0.0000,1.1111,364.0617,6.1102,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,372.0966,NA,4.64810000000000,4.08240000000000,0.34810000000000,2.36210000000000,2.3621,NA,367.7241,4.7206,4.3725,0.3481,2.6522,4.0824,3.7366,0.3458,-0.4200,367.7241,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,375.6371,NA,3.54050000000000,3.75540000000000,0.29620000000000,2.57700000000000,2.5770,NA,372.4447,3.4886,3.1924,0.2962,2.0140,3.7554,3.6057,0.1497,0.9652,372.4447,6.4619,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,380.6127,NA,4.97560000000000,5.51530000000000,0.27950000000000,3.11670000000000,3.1167,NA,375.9333,4.9589,4.6794,0.2795,2.2808,5.5153,4.4636,1.0517,-2.0267,375.9333,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,384.5459,NA,3.93320000000000,3.49190000000000,0.34130000000000,2.67540000000000,2.6754,NA,380.8922,3.9950,3.6537,0.3413,2.8372,3.4919,3.3904,0.1015,1.4670,380.8922,8.0940,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,389.4934,NA,4.94750000000000,5.19620000000000,0.32300000000000,2.92410000000000,2.9241,NA,384.8872,4.9292,4.6062,0.3230,2.3341,5.1962,4.2423,0.9539,-1.2012,384.8872,5.7899,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,394.0828,NA,4.58940000000000,4.58310000000000,0.42740000000000,2.91780000000000,2.9178,NA,389.8164,4.6938,4.2664,0.4274,2.6011,4.5831,4.1380,0.4451,0.3461,389.8164,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,398.9946,NA,4.91180000000000,4.90500000000000,0.32430000000000,2.91100000000000,2.9110,NA,394.5102,4.8087,4.4844,0.3243,2.4904,4.9050,4.8359,0.0691,-0.2112,394.5102,7.8684,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,403.1139,NA,4.11930000000000,3.96180000000000,0.33830000000000,2.75350000000000,2.7535,NA,399.3189,4.1333,3.7950,0.3383,2.5867,3.9618,3.8945,0.0673,0.8469,399.3189,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,406.8332,NA,3.71930000000000,4.00680000000000,0.29200000000000,3.04100000000000,3.0410,NA,403.4522,3.6730,3.3810,0.2920,2.4152,4.0068,3.9565,0.0503,0.1265,403.4522,8.4402,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,411.3831,NA,4.54990000000000,4.94360000000000,0.32380000000000,3.43470000000000,3.4347,NA,407.1252,4.5817,4.2579,0.3238,2.7490,4.9436,4.5744,0.3692,-1.2706,407.1252,5.7570,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,417.1127,NA,5.72960000000000,4.97050000000000,0.29860000000000,2.67560000000000,2.6756,NA,411.7069,5.7044,5.4058,0.2986,3.1109,4.9705,4.4194,0.5511,-0.3888,411.7069,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,420.8693,NA,3.75660000000000,4.24220000000000,0.28870000000000,3.16120000000000,3.1612,NA,417.4113,3.7467,3.4580,0.2887,2.3770,4.2422,4.1798,0.0624,1.4622,417.4113,7.7756,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,425.8509,NA,4.98160000000000,4.77150000000000,0.38520000000000,2.95110000000000,2.9511,NA,421.1580,5.0781,4.6929,0.3852,2.8725,4.7715,4.2256,0.5459,-1.0248,421.1580,NA,NA
FortniteClient-Win64-Shipping.exe,6056,0x41525760,DXGI,0,512,1,Hardware: Independent Flip,429.9153,NA,4.06440000000000,4.52870000000000,0.27140000000000,3.41540000000000,3.4154,NA,426.2361,3.9506,3.6792,0.2714,2.5659,4.5287,4.4575,0.0712,0.5494,426.2361,9.5125,NA
